Substation,Longitude,Latitude,Operator
"{""geometry"": {""coordinates"": [[11.441812, 43.774352], [11.441717, 43.774038], [11.441747, 43.77401], [11.442324, 43.77389], [11.442406, 43.774263], [11.442408, 43.774272], [11.44203, 43.774334], [11.441915, 43.77435], [11.441812, 43.774352]], ""type"": ""LineString""}, ""id"": 183464976, ""properties"": {""name"": ""Pontassieve"", ""operator"": ""Enel Distribuzione"", ""operator:wikidata"": ""Q3725215"", ""power"": ""substation"", ""ref:terna"": ""FFIRPTSF"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[11.441812, 43.774352]","[11.441717, 43.774038]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[11.099041, 43.780221], [11.099794, 43.780045], [11.099504, 43.779358], [11.098687, 43.779562], [11.099041, 43.780221]], ""type"": ""LineString""}, ""id"": 184065935, ""properties"": {""name"": ""Signa"", ""operator"": ""Enel Distribuzione"", ""operator:wikidata"": ""Q3725215"", ""power"": ""substation"", ""ref:terna"": ""FFIRSIGF"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[11.099041, 43.780221]","[11.099794, 43.780045]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[11.140708, 43.804429], [11.14022, 43.803854], [11.139485, 43.804106], [11.139074, 43.804249], [11.139707, 43.804884], [11.140708, 43.804429]], ""type"": ""LineString""}, ""id"": 184066862, ""properties"": {""name"": ""San Cresci"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""FFIRSCRF"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[11.140708, 43.804429]","[11.14022, 43.803854]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[11.199829, 43.768031], [11.200133, 43.767933], [11.200444, 43.767976], [11.201034, 43.767825], [11.200807, 43.767491], [11.200594, 43.767176], [11.200135, 43.76734], [11.19955, 43.767509], [11.199829, 43.768031]], ""type"": ""LineString""}, ""id"": 184082022, ""properties"": {""name"": ""San Lorenzo a Greve"", ""operator"": ""Enel Distribuzione"", ""operator:wikidata"": ""Q3725215"", ""power"": ""substation"", ""ref:terna"": ""FFIRSLOF"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[11.199829, 43.768031]","[11.200133, 43.767933]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[11.321803, 43.329828], [11.322126, 43.329692], [11.321953, 43.329475], [11.321874, 43.329376], [11.321551, 43.329513], [11.321699, 43.329698], [11.321803, 43.329828]], ""type"": ""LineString""}, ""id"": 184961904, ""properties"": {""name"": ""Siena A"", ""operator"": ""Enel Distribuzione"", ""operator:wikidata"": ""Q3725215"", ""power"": ""substation"", ""ref:terna"": ""FFIRSIEF"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[11.321803, 43.329828]","[11.322126, 43.329692]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[17.158373, 40.532874], [17.158211, 40.532761], [17.158563, 40.532493], [17.158906, 40.532772], [17.158631, 40.532989], [17.15861, 40.533005], [17.158412, 40.532842], [17.158373, 40.532874]], ""type"": ""LineString""}, ""id"": 185424611, ""properties"": {""name"": ""Sural"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""NNAPSRLN"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[17.158373, 40.532874]","[17.158211, 40.532761]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[17.153944, 40.528406], [17.153383, 40.527729], [17.15376, 40.527546], [17.154347, 40.528185], [17.15419, 40.528277], [17.154138, 40.528261], [17.154093, 40.528287], [17.154038, 40.52832], [17.154046, 40.528366], [17.153944, 40.528406]], ""type"": ""LineString""}, ""id"": 185424614, ""properties"": {""barrier"": ""wall"", ""name"": ""Taranto Molo"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""NNAPTMON"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[17.153944, 40.528406]","[17.153383, 40.527729]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[17.199778, 40.521343], [17.200015, 40.521094], [17.200224, 40.521065], [17.200444, 40.521163], [17.201255, 40.521625], [17.200944, 40.521962], [17.199778, 40.521343]], ""type"": ""LineString""}, ""id"": 185425637, ""properties"": {""name"": ""Taranto smistamento"", ""operator"": ""Terna"", ""operator:wikidata"": ""Q936325"", ""power"": ""substation"", ""substation"": ""distribution"", ""voltage"": ""220000""}, ""type"": ""Feature""}","[17.199778, 40.521343]","[17.200015, 40.521094]",Terna
"{""geometry"": {""coordinates"": [[17.215216, 40.515042], [17.215431, 40.514801], [17.215729, 40.51447], [17.215972, 40.514196], [17.217007, 40.514735], [17.216919, 40.514913], [17.216499, 40.515372], [17.216053, 40.515493], [17.215216, 40.515042]], ""type"": ""LineString""}, ""id"": 185576620, ""properties"": {""name"": ""Taranto Smistamento"", ""operator"": ""Terna"", ""operator:wikidata"": ""Q936325"", ""power"": ""substation"", ""substation"": ""distribution"", ""voltage"": ""220000""}, ""type"": ""Feature""}","[17.215216, 40.515042]","[17.215431, 40.514801]",Terna
"{""geometry"": {""coordinates"": [[11.670053, 42.885734], [11.670263, 42.885762], [11.670216, 42.885943], [11.670347, 42.885953], [11.670414, 42.885646], [11.6705, 42.885663], [11.67057, 42.885602], [11.670467, 42.885545], [11.670098, 42.885514], [11.670053, 42.885734]], ""type"": ""LineString""}, ""id"": 185877487, ""properties"": {""name"": ""Abbadia San Salvatore"", ""operator"": ""Enel Distribuzione"", ""operator:wikidata"": ""Q3725215"", ""power"": ""substation"", ""ref:terna"": ""FFIRABBF"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[11.670053, 42.885734]","[11.670263, 42.885762]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[14.921115, 37.412439], [14.921196, 37.413063], [14.920413, 37.413127], [14.920332, 37.412503], [14.921115, 37.412439]], ""type"": ""LineString""}, ""id"": 185949924, ""properties"": {""name"": ""Sigonella"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""PPALSIGP"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[14.921115, 37.412439]","[14.921196, 37.413063]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[14.193762, 37.093064], [14.194599, 37.092884], [14.194882, 37.093766], [14.19404, 37.09392], [14.193839, 37.0933], [14.193762, 37.093064]], ""type"": ""LineString""}, ""id"": 186254707, ""properties"": {""name"": ""Gela 2"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""PPALGE2P"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[14.193762, 37.093064]","[14.194599, 37.092884]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[14.375176, 37.304803], [14.375989, 37.305343], [14.376694, 37.3047], [14.375991, 37.304227], [14.375728, 37.30444], [14.375599, 37.304372], [14.375176, 37.304803]], ""type"": ""LineString""}, ""id"": 186290674, ""properties"": {""name"": ""San Cono"", ""operator"": ""Enel Distribuzione"", ""operator:wikidata"": ""Q3725215"", ""power"": ""substation"", ""ref:terna"": ""PPALSCNP"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[14.375176, 37.304803]","[14.375989, 37.305343]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[13.702885, 37.865514], [13.703165, 37.86588], [13.703611, 37.865642], [13.703532, 37.865545], [13.703271, 37.865214], [13.70326, 37.865201], [13.703028, 37.865329], [13.703038, 37.865428], [13.702885, 37.865514]], ""type"": ""LineString""}, ""id"": 186482681, ""properties"": {""name"": ""Caccamo smistamento"", ""operator"": ""Enel Distribuzione"", ""operator:wikidata"": ""Q3725215"", ""power"": ""substation"", ""ref:terna"": ""PPALCCMP"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[13.702885, 37.865514]","[13.703165, 37.86588]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[13.783035, 37.967313], [13.783073, 37.966691], [13.784258, 37.966751], [13.784204, 37.967372], [13.783035, 37.967313]], ""type"": ""LineString""}, ""id"": 186482683, ""properties"": {""barrier"": ""fence"", ""frequency"": ""50"", ""name"": ""Fiumetorto"", ""operator"": ""Enel Distribuzione"", ""operator:wikidata"": ""Q3725215"", ""power"": ""substation"", ""ref:terna"": ""PPALFIUP"", ""source"": ""Bing"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[13.783035, 37.967313]","[13.783073, 37.966691]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[13.742107, 37.777287], [13.742225, 37.777393], [13.742287, 37.777494], [13.742374, 37.777558], [13.742459, 37.777601], [13.742888, 37.777236], [13.742542, 37.776959], [13.742471, 37.776998], [13.74248, 37.777156], [13.742369, 37.777155], [13.742319, 37.777121], [13.742107, 37.777287]], ""type"": ""LineString""}, ""id"": 186482684, ""properties"": {""name"": ""Alia smistamento"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""PPALALIP"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[13.742107, 37.777287]","[13.742225, 37.777393]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[14.337727, 38.012529], [14.337276, 38.012969], [14.337737, 38.013265], [14.338263, 38.012741], [14.338086, 38.012538], [14.337984, 38.012496], [14.337839, 38.012487], [14.337727, 38.012529]], ""type"": ""LineString""}, ""id"": 186496039, ""properties"": {""name"": ""Santo Stefano Camastra"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""PPALSSCP"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[14.337727, 38.012529]","[14.337276, 38.012969]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[13.94068, 38.013426], [13.941436, 38.012783], [13.942026, 38.013231], [13.94152, 38.013761], [13.94068, 38.013426]], ""type"": ""LineString""}, ""id"": 186505384, ""properties"": {""name"": ""Cefalù"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""PPALCFLP"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[13.94068, 38.013426]","[13.941436, 38.012783]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[15.172084, 37.231845], [15.17232, 37.232721], [15.172459, 37.233425], [15.173072, 37.233301], [15.17306, 37.233109], [15.173009, 37.233091], [15.172997, 37.233025], [15.173033, 37.232996], [15.172937, 37.232635], [15.172891, 37.232614], [15.172877, 37.232554], [15.172903, 37.232527], [15.172698, 37.23175], [15.172084, 37.231845]], ""type"": ""LineString""}, ""id"": 186545019, ""properties"": {""name"": ""Augusta 2"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""PPALAU2P"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[15.172084, 37.231845]","[15.17232, 37.232721]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[15.057865, 37.493484], [15.058428, 37.493867], [15.058723, 37.493588], [15.058342, 37.493175], [15.057865, 37.493484]], ""type"": ""LineString""}, ""id"": 186589800, ""properties"": {""power"": ""substation"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[15.057865, 37.493484]","[15.058428, 37.493867]",unknown
"{""geometry"": {""coordinates"": [[15.002906, 37.299902], [15.002718, 37.299905], [15.002719, 37.299935], [15.002719, 37.299988], [15.002826, 37.299989], [15.002827, 37.300081], [15.002829, 37.300206], [15.002816, 37.300209], [15.002814, 37.300348], [15.002869, 37.300348], [15.003117, 37.300345], [15.003348, 37.300343], [15.003346, 37.300034], [15.003343, 37.299941], [15.00331, 37.299897], [15.002906, 37.299902]], ""type"": ""LineString""}, ""id"": 186594608, ""properties"": {""name"": ""Lentini"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""PPALLENP"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[15.002906, 37.299902]","[15.002718, 37.299905]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[15.007102, 37.240756], [15.007385, 37.241542], [15.008375, 37.241395], [15.007966, 37.240902], [15.007934, 37.240907], [15.007508, 37.241004], [15.00741, 37.240695], [15.007102, 37.240756]], ""type"": ""LineString""}, ""id"": 186594609, ""properties"": {""name"": ""Carlentini"", ""operator"": ""Terna"", ""power"": ""substation"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[15.007102, 37.240756]","[15.007385, 37.241542]",Terna
"{""geometry"": {""coordinates"": [[15.698853, 40.947688], [15.698446, 40.947812], [15.698549, 40.946725], [15.698623, 40.946729], [15.69866, 40.946795], [15.698743, 40.946815], [15.698788, 40.946779], [15.698866, 40.946761], [15.699204, 40.946792], [15.699385, 40.946783], [15.699535, 40.946818], [15.699462, 40.946982], [15.699446, 40.947146], [15.698853, 40.947688]], ""type"": ""LineString""}, ""id"": 186826678, ""properties"": {""name"": ""Barile"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""NNAPBRLN"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[15.698853, 40.947688]","[15.698446, 40.947812]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[15.705443, 40.894427], [15.705289, 40.894256], [15.705308, 40.894193], [15.705289, 40.894172], [15.705267, 40.89415], [15.705181, 40.89415], [15.704933, 40.893869], [15.705367, 40.893645], [15.705871, 40.894209], [15.705443, 40.894427]], ""type"": ""LineString""}, ""id"": 186828231, ""properties"": {""barrier"": ""wall"", ""name"": ""Ripacandida"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""NNAPRIPN"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[15.705443, 40.894427]","[15.705289, 40.894256]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[15.754044, 40.760388], [15.753553, 40.760086], [15.753785, 40.759861], [15.753897, 40.759754], [15.754385, 40.76006], [15.754044, 40.760388]], ""type"": ""LineString""}, ""id"": 186829618, ""properties"": {""name"": ""Avigliano CS"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""NNAPAVGN"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[15.754044, 40.760388]","[15.753553, 40.760086]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[15.796276, 40.733973], [15.796156, 40.733473], [15.79699, 40.733358], [15.797071, 40.733862], [15.796276, 40.733973]], ""type"": ""LineString""}, ""id"": 186830431, ""properties"": {""name"": ""Avigliano"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""NNAPAVIN"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[15.796276, 40.733973]","[15.796156, 40.733473]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[14.459145, 37.682427], [14.459669, 37.682093], [14.45968, 37.681998], [14.459752, 37.681981], [14.459853, 37.681874], [14.459368, 37.681494], [14.458669, 37.682039], [14.459145, 37.682427]], ""type"": ""LineString""}, ""id"": 187045488, ""properties"": {""barrier"": ""fence"", ""name"": ""Nissoria"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""PPALNSSP"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[14.459145, 37.682427]","[14.459669, 37.682093]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[15.560724, 40.694862], [15.560341, 40.694062], [15.561396, 40.693774], [15.56178, 40.694561], [15.560724, 40.694862]], ""type"": ""LineString""}, ""id"": 187144575, ""properties"": {""name"": ""Baragiano"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""NNAPBGNN"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[15.560724, 40.694862]","[15.560341, 40.694062]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[15.594638, 40.532804], [15.594229, 40.531811], [15.595238, 40.531581], [15.595666, 40.532553], [15.594638, 40.532804]], ""type"": ""LineString""}, ""id"": 187145806, ""properties"": {""frequency"": ""50"", ""name"": ""Isca Pantanelle"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""NNAPISPN"", ""substation"": ""distribution"", ""voltage"": ""150000"", ""wires"": ""single""}, ""type"": ""Feature""}","[15.594638, 40.532804]","[15.594229, 40.531811]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[16.417533, 39.500621], [16.417396, 39.499636], [16.418607, 39.499639], [16.418681, 39.499752], [16.418706, 39.500147], [16.418056, 39.500378], [16.417533, 39.500621]], ""type"": ""LineString""}, ""id"": 187151765, ""properties"": {""name"": ""Acri"", ""operator"": ""Enel Distribuzione"", ""operator:wikidata"": ""Q3725215"", ""power"": ""substation"", ""ref:terna"": ""NNAPACRN"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[16.417533, 39.500621]","[16.417396, 39.499636]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[16.538732, 39.4017], [16.538759, 39.400986], [16.539204, 39.40104], [16.53944, 39.401037], [16.539617, 39.401299], [16.539652, 39.40157], [16.539519, 39.401673], [16.53942, 39.401716], [16.538732, 39.4017]], ""type"": ""LineString""}, ""id"": 187152986, ""properties"": {""name"": ""Cecita"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""NNAPCECN"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[16.538732, 39.4017]","[16.538759, 39.400986]",Enel Distribuzione
